domain,stimulus,code,ASL_01,ASL_02,ASL_03,ASL_04,ASL_05,ASL_06,ASL_07,ASL_08,ASL_09,ASL_10,ASL_11,ASL_12,ASL_13,BSL_01,BSL_02,BSL_03,BSL_04,BSL_05,BSL_06,BSL_07,BSL_08,BSL_09,BSL_10,BSL_11,BSL_12,BSL_13,BSL_14,BSL_15,CAN_01,CAN_02,CAN_03,CAN_04,CAN_05,CAN_06,CAN_07,CAN_08,CAN_09,CAN_10,CAN_11,CAN_12,DOG_01,DOG_02,DOG_03,DOG_04,DOG_05,DOG_06,DOG_07,DOG_08,DOG_09,DOG_10,DOG_11,DOG_12,DOG_13,ENG_01,ENG_02,ENG_03,ENG_04,ENG_05,ENG_06,ENG_07,ENG_08,ENG_09,ENG_10,ENG_11,ENG_12,ENG_13,ENG_14,ENG_15,ENG_16,ENG_17,FAR_01,FAR_02,FAR_03,FAR_04,FAR_05,FAR_06,FAR_07,FAR_08,FAR_09,FAR_10,FAR_11,FAR_12,FAR_13,KAT_01,KAT_02,KAT_03,KAT_04,KAT_05,KAT_06,KAT_07,KAT_08,KAT_09,KAT_10,KAT_11,KAT_12,KAT_13,KIL_01,KIL_02,KIL_03,KIL_04,KIL_05,KIL_06,KIL_07,KIL_08,KIL_09,KIL_10,KIL_11,KIL_12,KIL_13,KIL_14,KIL_15,KIL_16,KIL_17,KIL_18,KIL_19,KIL_20,KIL_21,KIL_22,KIL_23,KIL_24,KIL_25,KIL_26,KIL_27,KIL_28,KIL_29,KIL_30,KIL_31,KIL_32,KIL_33,KIL_34,KIL_35,KIL_36,KIL_37,KIL_38,KIL_39,KIL_40,KIL_41,KIL_42,KIL_43,KIL_44,KIL_45,KIL_46,KIL_47,KIL_48,KIL_49,KIL_50,KIL_51,KIL_52,KIL_53,KIL_54,LAO_01,LAO_02,LAO_03,LAO_04,LAO_05,LAO_06,LAO_07,LAO_08,LAO_09,LAO_10,LAO_11,LAO_12,LAO_13,LAO_14,LAO_15,LAO_16,LAO_17,LAO_18,MAL_01,MAL_02,MAL_03,MAL_04,MAL_05,MAL_06,MAL_07,MAL_08,MAL_09,MAL_10,MAL_11,MAL_12,MAL_13,MAL_14,MAL_15,MIA_01,MIA_02,MIA_03,MIA_04,MIA_05,MIA_06,MIA_07,MIA_08,MIA_09,MIA_10,MIA_11,MIA_12,SEM_01,SEM_02,SEM_03,SEM_04,SEM_05,SEM_06,SEM_07,SEM_08,SEM_09,SEM_10,SEM_11,SEM_12,SIW_01,SIW_02,SIW_03,SIW_04,SIW_05,SIW_06,SIW_07,SIW_08,SIW_09,SIW_10,SIW_11,SIW_12,SIW_14,SIW_15,SIW_16,SIW_17,TUR_01,TUR_02,TUR_03,TUR_04,TUR_05,TUR_06,TUR_07,TUR_08,TUR_09,TUR_10,TUR_11,TUR_12,TUR_13,TZE_01,TZE_02,TZE_03,TZE_04,TZE_05,TZE_06,TZE_07,TZE_08,TZE_09,TZE_10,TZE_11,TZE_12,TZE_13,UMP_01,UMP_02,UMP_03,UMP_04,UMP_05,UMP_06,UMP_07,UMP_08,UMP_09,UMP_10,UMP_11,UMP_14,UMP_15,YEL_01,YEL_02,YEL_03,YEL_04,YEL_05,YEL_06,YEL_07,YEL_08,YEL_09,YEL_10,YEL_11,YEL_12,YUC_01,YUC_02,YUC_03,YUC_04,YUC_05,YUC_06,YUC_07,YUC_08,YUC_09,YUC_10,YUC_11,YUC_12,YUC_13,YUR_01,YUR_02,YUR_03,YUR_04,YUR_05,YUR_06,YUR_07,YUR_08,YUR_09,YUR_10,YUR_11,YUR_12,YUR_13,YUR_14,YUR_15,ZAP_01,ZAP_02,ZAP_03,ZAP_04,ZAP_05,ZAP_06,ZAP_07,ZAP_12,ZAP_14,ZAP_15,ZAP_16
shape,95,2 spheres,66,42,67,57,7,47,65,38,7,51,41,51,66,16,15,10,6,76,24,59,60,75,50,34,39,16,4,4,25,12,19,23,17,20,17,17,18,28,17,22,5,NA,6,8,5,8,0,8,5,10,NA,5,NA,10,7,17,14,5,6,33,7,7,47,10,8,6,7,12,7,19,8,7,7,7,4,16,5,7,11,7,8,13,13,29,15,36,14,10,9,4,8,37,9,18,19,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,6,8,5,3,6,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,5,14,5,5,5,5,5,5,5,7,5,5,25,8,7,5,5,5,16,5,6,4,5,4,5,14,5,NA,5,5,12,NA,9,5,15,NA,20,51,12,17,NA,21,11,32,14,9,NA,NA,25,12,NA,NA,5,8,5,5,11,5,3,5,15,4,5,4,NA,15,14,34,45,11,22,22,NA,26,40,15,11,21,32,18,25,150,42,17,18,20,9,15,32,NA,NA,15,9,0,3,16,3,3,0,9,4,0,7,15,6,11,9,21,6,18,6,8,10,15,15,6,8,5,6,4,4,8,10,8,9,NA,20,NA,22,16,11,16,9,9,7,7,16,16,4,9,6,7
shape,96,circle,40,9,36,39,39,36,36,9,39,39,36,20,36,12,6,6,6,15,16,40,95,24,6,22,6,6,6,9,10,10,5,10,10,10,10,10,10,10,10,10,5,NA,7,10,0,3,0,4,5,5,NA,5,NA,7,51,6,6,6,6,5,6,12,7,7,7,6,6,7,7,16,4,7,7,7,4,7,7,7,4,7,7,7,7,38,23,21,31,6,11,23,10,45,32,37,35,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,12,4,4,4,10,8,8,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,9,9,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,9,5,7,5,5,10,5,5,5,5,5,5,5,5,5,14,5,16,5,5,5,3,5,10,5,10,0,5,37,5,NA,0,0,0,NA,5,5,5,NA,10,26,24,12,NA,39,9,21,11,17,NA,NA,27,15,NA,NA,5,13,2,5,5,6,5,5,6,5,NA,5,NA,5,5,31,14,5,23,32,NA,13,23,8,24,19,21,23,40,111,41,7,34,9,9,17,54,NA,NA,0,4,0,11,13,3,9,0,3,10,0,0,15,6,11,6,14,10,17,6,8,10,15,25,6,8,6,5,8,7,8,11,8,8,NA,13,NA,6,21,22,9,12,15,6,16,6,6,7,9,6,6
shape,97,rectangle 3D,11,18,82,130,55,56,58,37,68,36,48,53,104,17,31,17,59,37,24,30,41,19,31,59,29,34,6,9,20,15,16,16,15,15,15,15,10,15,15,15,11,NA,4,0,4,3,4,6,0,6,NA,5,NA,36,16,14,15,9,9,14,5,4,11,19,15,44,11,9,20,4,14,8,14,14,7,8,14,8,8,5,8,14,14,14,28,73,40,46,35,27,11,23,56,15,32,26,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,4,6,6,6,5,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,8,12,18,9,8,14,13,15,NA,NA,NA,NA,NA,NA,NA,NA,6,14,6,6,6,6,6,6,14,12,14,5,19,14,5,4,8,9,10,4,0,4,4,4,4,4,4,13,45,34,NA,0,0,0,NA,25,0,0,NA,45,5,27,12,NA,30,7,26,11,21,NA,NA,23,25,NA,NA,21,13,10,10,13,16,16,21,25,16,21,16,NA,12,27,29,93,24,36,16,NA,25,38,17,34,17,62,19,40,88,24,21,15,6,6,14,35,NA,NA,4,4,0,0,0,0,4,0,0,0,0,0,19,9,5,12,27,7,16,9,10,22,14,30,22,7,6,5,6,14,14,10,5,70,NA,13,NA,11,9,11,11,18,15,10,15,5,5,9,17,5,9
shape,98,2 circles,68,62,69,68,44,38,65,38,44,68,78,43,58,12,28,6,6,89,14,117,73,29,84,42,12,17,13,3,19,19,19,19,19,19,19,19,19,19,19,19,5,NA,6,10,0,8,0,4,5,5,NA,5,NA,10,7,10,10,6,6,15,7,7,50,10,10,6,7,10,7,10,4,7,7,7,7,7,7,7,4,7,7,7,7,29,13,55,11,7,3,26,64,37,9,19,8,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,12,4,8,7,6,4,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,9,8,9,9,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,8,5,7,5,6,5,5,5,5,5,5,5,8,5,5,15,5,24,5,5,6,3,5,3,5,5,4,10,14,7,NA,0,0,0,NA,5,5,5,NA,18,26,19,10,NA,19,9,29,12,25,NA,NA,29,10,NA,NA,5,8,7,5,5,6,5,8,6,5,5,8,NA,8,15,25,25,12,23,16,NA,12,30,19,11,25,26,17,16,66,36,17,33,16,9,61,41,NA,NA,0,11,0,11,0,3,9,0,3,10,0,0,15,6,14,9,16,9,17,6,6,10,16,28,6,16,4,6,4,10,8,12,8,9,NA,12,NA,18,13,23,9,9,16,6,18,20,18,7,9,6,6
shape,99,3 cones,49,60,68,62,38,56,56,57,9,62,49,69,76,12,44,10,4,96,12,37,130,55,109,55,33,69,26,36,21,22,18,23,22,17,22,22,22,22,22,22,4,NA,4,0,6,7,5,7,0,0,NA,7,NA,10,5,10,10,4,8,54,5,9,10,15,10,8,7,17,5,10,5,4,7,5,4,8,8,5,9,7,5,12,5,34,29,31,45,11,23,14,34,19,15,35,23,24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,12,12,8,4,8,8,12,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,9,9,5,9,5,20,14,5,NA,NA,NA,NA,NA,NA,NA,NA,7,3,8,3,9,4,3,3,3,3,11,3,7,3,3,19,5,4,4,4,0,13,4,5,4,5,0,3,47,36,NA,6,4,4,NA,0,3,10,NA,15,22,39,63,NA,22,21,27,35,31,NA,NA,25,20,NA,NA,4,4,8,4,4,4,4,7,4,4,4,7,NA,23,36,38,50,24,39,20,NA,33,44,31,28,37,67,15,67,34,13,11,37,28,7,73,40,NA,NA,7,0,0,3,0,0,7,0,8,5,0,0,18,5,10,10,15,12,20,10,5,10,15,14,6,11,4,9,7,6,7,10,11,6,NA,12,NA,14,10,14,25,9,8,15,15,16,16,11,16,9,5
shape,100,rectangle,69,60,60,63,69,60,60,60,157,63,66,36,60,12,9,9,41,18,6,23,20,70,23,9,9,9,15,9,16,16,11,16,16,11,16,16,16,15,16,16,11,NA,9,10,0,3,4,0,0,4,NA,8,NA,13,9,9,9,9,9,25,9,6,24,13,27,9,6,10,9,9,8,8,8,8,5,8,8,8,8,8,9,8,8,41,27,76,34,4,43,16,21,21,52,42,46,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,9,3,6,6,3,3,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,14,8,15,8,14,14,8,14,NA,NA,NA,NA,NA,NA,NA,NA,14,14,17,14,14,16,14,14,14,12,14,14,14,14,9,0,4,7,4,9,9,11,10,13,4,4,15,14,18,30,NA,0,0,32,NA,0,0,0,NA,37,8,36,21,NA,13,8,11,37,26,NA,NA,5,29,NA,NA,10,10,7,10,10,10,10,10,25,24,10,10,NA,21,35,27,57,10,9,21,NA,14,31,24,39,39,74,55,30,162,36,30,58,24,6,9,34,NA,NA,0,0,0,0,13,0,8,0,0,4,0,4,26,13,10,15,29,27,27,9,10,19,20,24,13,6,6,7,6,5,7,11,5,6,NA,14,NA,17,6,7,20,7,15,10,17,5,10,13,17,6,11
sound,101,loud-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,14,NA,12,9,9,12,19,12,12,4,NA,4,4,5,NA,5,6,5,5,4,5,NA,18,68,55,106,74,4,18,19,27,39,48,67,70,30,63,18,24,6,NA,8,6,9,8,17,6,6,12,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,5,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,12,20,20,19,12,18,8,10,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,6,NA,NA,5,NA,6,NA,NA,6,6,4,4,6,4,6,17,20,10,30,15,14,24,16,43,24,20,33,46,18,40,5,0,5,6,6,5,6,7,16,5,0,0,9,5,NA,5,NA,23,61,NA,5,0,5,NA,24,9,13,12,NA,16,6,7,NA,5,NA,NA,NA,NA,5,12,5,5,5,5,5,5,5,5,5,5,5,5,5,8,14,17,22,14,18,11,4,3,23,14,4,14,81,9,12,19,7,11,NA,68,20,16,14,NA,NA,15,15,15,15,9,9,11,9,8,4,9,12,24,11,15,8,11,15,9,11,9,14,11,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,6,6,NA,3,5,8,5,3,3
sound,102,loud-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13,13,16,NA,23,10,10,13,13,27,29,4,NA,8,4,4,NA,4,6,5,10,4,5,NA,8,6,49,46,36,6,30,31,40,41,46,27,9,52,77,134,27,NA,7,11,14,NA,6,9,6,9,11,5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,5,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,12,20,22,20,20,16,10,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,6,NA,NA,6,NA,5,NA,NA,6,6,5,11,6,5,6,59,16,31,34,13,8,54,20,22,24,16,29,34,30,40,6,0,3,6,6,4,7,3,18,5,0,0,13,14,NA,5,NA,18,64,NA,17,27,20,NA,23,9,14,11,NA,11,12,9,NA,6,NA,NA,NA,NA,10,10,11,8,6,6,6,5,6,5,6,5,8,6,6,7,20,42,5,5,38,3,8,4,8,13,25,13,24,32,27,11,25,33,NA,68,10,20,17,NA,NA,12,17,17,18,7,3,14,9,11,7,9,12,19,7,14,11,7,7,10,7,8,7,7,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,5,12,NA,6,6,8,5,6,6
sound,103,pitch-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,8,14,16,NA,7,13,7,11,18,16,7,4,NA,4,4,5,NA,4,4,5,6,0,5,NA,7,7,59,208,47,9,12,21,19,26,80,95,12,73,13,15,35,17,NA,18,12,NA,3,6,6,6,11,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,34,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,10,15,16,11,7,7,16,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,5,NA,NA,11,NA,5,NA,NA,6,5,9,8,5,6,6,29,17,24,43,13,9,15,7,13,18,27,25,13,25,43,7,3,5,6,6,4,8,5,6,12,0,0,5,34,NA,5,NA,5,59,NA,17,23,5,NA,12,10,49,17,NA,8,15,8,NA,0,NA,NA,NA,NA,10,5,5,3,5,3,5,5,5,5,3,5,5,5,5,7,33,14,8,3,7,9,3,3,10,13,7,18,64,14,15,19,7,13,NA,3,10,11,14,NA,NA,9,15,22,6,4,8,26,16,7,7,14,6,25,19,15,12,15,25,8,7,14,8,13,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,15,11,6,NA,8,8,8,7,8,8
sound,104,pitch-up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,11,26,35,NA,7,13,11,11,18,16,9,6,NA,4,6,6,NA,6,5,5,6,6,5,NA,8,12,26,27,24,10,15,12,62,17,41,23,21,55,15,19,65,17,17,19,12,5,6,7,12,6,14,10,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,20,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,7,16,20,26,7,17,10,12,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,5,NA,NA,10,NA,5,NA,NA,6,5,10,10,11,4,11,50,23,20,42,12,11,15,13,14,19,10,21,33,21,33,8,5,3,7,7,3,5,12,11,0,0,0,55,19,NA,8,NA,36,18,NA,14,25,29,NA,13,63,23,21,NA,45,20,7,NA,0,NA,NA,NA,NA,5,4,7,7,4,4,4,10,4,7,7,7,7,4,4,8,36,24,14,10,8,4,4,4,8,13,8,18,51,58,12,12,19,15,NA,3,6,35,14,NA,NA,16,25,15,3,10,7,28,9,8,4,11,3,23,13,16,13,9,13,9,11,14,13,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,5,14,NA,8,8,8,3,8,8
sound,105,loud-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,9,16,NA,26,10,13,13,11,13,13,4,NA,4,4,8,NA,4,5,4,4,4,5,NA,12,8,41,14,16,12,10,8,8,22,32,9,10,43,35,19,20,NA,7,8,6,4,6,6,6,18,5,5,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,23,20,9,23,12,7,10,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,NA,6,NA,NA,6,NA,6,NA,NA,6,5,10,11,6,10,6,44,16,45,38,14,8,27,12,27,28,17,34,21,16,39,6,3,3,6,6,6,3,3,3,8,4,0,28,21,NA,5,NA,17,60,NA,19,10,5,NA,3,22,23,21,NA,16,11,7,NA,9,NA,NA,NA,NA,10,3,11,11,11,9,13,10,11,10,11,11,11,11,11,20,30,11,13,5,10,7,3,5,5,23,8,13,16,15,15,19,7,18,NA,18,10,17,37,NA,NA,12,20,22,3,9,3,13,4,4,7,5,21,9,7,21,7,7,7,7,7,14,7,7,16,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,6,14,NA,6,6,8,7,6,4
sound,106,loud-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,9,13,9,NA,38,9,12,12,23,12,12,4,NA,8,6,4,NA,5,5,5,4,4,5,NA,36,6,28,19,17,31,15,10,5,13,59,10,13,15,30,18,30,43,NA,11,6,NA,14,11,10,6,9,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,15,20,5,14,15,17,10,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,NA,6,NA,NA,6,NA,6,NA,NA,6,6,10,9,6,5,6,37,20,38,25,18,8,21,16,26,19,21,39,42,23,41,7,5,5,6,6,5,5,5,5,8,4,0,36,21,NA,5,NA,5,62,NA,20,10,16,NA,16,9,7,0,NA,7,10,9,NA,15,NA,NA,NA,NA,5,4,NA,5,NA,NA,5,NA,NA,7,5,NA,5,NA,NA,31,36,7,17,6,22,15,4,3,6,6,10,15,28,38,12,25,7,19,NA,8,20,72,13,NA,NA,9,29,13,6,17,9,19,4,4,13,11,17,29,11,11,15,11,15,11,11,14,20,25,11,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,5,14,NA,3,3,8,3,3,8
sound,107,tempo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,11,9,11,NA,26,11,8,8,8,8,15,5,NA,4,6,5,NA,11,5,5,9,6,9,NA,97,89,96,68,60,44,56,29,183,57,170,17,61,29,31,78,62,39,12,10,6,5,28,12,6,18,11,18,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,12,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,68,15,7,69,38,7,10,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,11,NA,NA,5,NA,5,NA,NA,14,4,16,6,11,5,5,52,40,41,29,27,4,17,29,30,23,9,25,40,35,57,7,3,5,9,12,3,3,7,0,7,0,13,27,100,NA,0,NA,48,20,NA,76,17,0,NA,28,9,37,12,NA,11,28,29,NA,13,NA,NA,NA,NA,10,15,12,10,12,10,5,10,5,5,7,5,9,5,5,58,15,34,44,29,16,10,23,24,6,42,15,35,43,31,44,6,7,8,NA,18,7,42,7,NA,NA,7,30,8,11,21,8,14,4,4,16,3,3,25,6,6,7,22,18,7,7,15,23,29,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,8,18,19,NA,6,4,8,11,13,20
sound,108,tempo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,26,8,10,NA,25,12,8,12,28,19,30,5,NA,5,6,4,NA,11,5,5,6,4,5,NA,162,30,100,121,52,205,73,9,150,49,55,19,46,29,93,43,95,41,8,11,14,NA,29,8,3,10,8,8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,12,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,51,12,16,107,26,11,10,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,NA,24,NA,NA,4,NA,4,NA,NA,10,5,8,10,11,4,14,84,17,40,38,26,30,21,28,30,28,12,20,51,26,75,25,5,3,7,19,3,5,0,10,5,0,56,53,24,NA,5,NA,55,46,NA,40,15,13,NA,25,0,24,9,NA,11,42,58,NA,19,NA,NA,NA,NA,0,6,15,12,19,9,5,5,8,5,10,6,8,5,5,20,12,78,30,5,57,9,27,52,11,41,32,34,50,41,24,27,7,18,NA,86,20,23,30,NA,NA,23,39,15,8,11,8,16,4,4,14,8,10,20,26,6,15,16,39,11,11,15,7,22,26,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,7,12,27,NA,10,6,8,5,8,6
sound,109,pitch-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,8,9,7,NA,7,20,11,11,11,16,18,4,NA,9,6,8,NA,10,3,4,9,4,5,NA,41,39,39,65,25,23,13,16,76,26,56,5,16,46,12,15,23,29,NA,15,6,6,6,4,4,5,14,10,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,11,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,7,16,6,23,7,7,17,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,5,NA,NA,5,NA,6,NA,NA,6,5,6,9,6,4,6,19,15,7,28,12,10,35,7,16,5,20,19,41,26,33,5,3,5,7,3,5,5,10,7,4,0,0,50,20,NA,5,NA,11,20,NA,11,35,9,NA,10,10,8,13,NA,11,9,14,NA,5,NA,NA,NA,NA,14,5,4,7,4,3,7,4,4,4,9,7,4,3,4,12,10,26,12,8,12,8,4,29,4,8,4,11,16,29,34,27,7,7,NA,19,10,12,12,NA,NA,16,27,17,10,21,8,15,4,4,14,3,11,24,11,17,9,9,26,9,7,21,19,9,23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,13,NA,8,8,8,7,8,4
sound,110,pitch-down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,8,18,7,NA,7,13,11,11,7,8,36,4,NA,4,4,6,NA,4,5,4,4,4,5,NA,32,42,33,14,24,7,14,11,40,19,59,9,8,13,24,15,20,22,14,18,6,6,9,8,6,6,6,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,11,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,13,16,8,31,7,11,16,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,6,NA,NA,4,NA,6,NA,NA,5,5,10,10,6,6,11,23,13,28,34,13,15,8,16,26,5,15,14,25,19,27,3,5,3,6,4,4,3,5,3,4,0,0,27,16,NA,5,NA,13,31,NA,10,21,0,NA,13,17,9,11,NA,28,10,8,NA,6,NA,NA,NA,NA,16,6,5,5,5,3,5,5,5,5,3,5,5,5,5,36,13,22,21,16,3,7,3,9,3,10,3,10,11,22,16,12,7,9,NA,27,10,20,9,NA,NA,21,22,10,10,9,8,15,4,9,16,6,17,20,7,23,8,7,19,15,11,24,7,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,14,NA,8,8,8,3,7,8
